,0
96,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00096
97,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00097
98,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00098
99,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00099
100,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00100
101,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00101
102,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00102
103,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00103
104,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00104
105,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00105
106,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00106
107,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00107
108,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00108
109,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00109
110,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00110
111,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00111
112,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00112
113,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00113
114,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00114
115,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00115
116,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00116
117,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00117
118,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00118
119,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00119
120,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00120
121,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00121
122,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00122
123,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00123
124,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00124
125,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00125
126,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00126
127,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00127
128,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00128
129,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00129
130,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00130
131,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00131
132,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00132
133,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00133
134,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00134
135,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00135
136,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00136
137,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00137
138,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00138
139,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00139
140,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00140
141,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00141
142,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00142
143,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00143
144,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00144
145,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00145
146,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00146
147,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00147
148,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00148
149,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00149
150,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00150
151,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00151
152,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00152
153,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00153
154,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00154
155,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00155
156,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00156
157,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00157
158,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00158
159,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00159
160,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00160
161,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00161
162,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00162
163,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00163
164,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00164
165,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00165
166,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00166
167,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00167
168,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00168
169,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00169
170,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00170
171,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00171
172,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00172
173,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00173
174,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00174
175,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00175
176,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00176
177,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00177
178,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00178
179,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00179
180,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00180
181,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00181
182,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00182
183,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00183
184,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00184
185,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00185
186,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00186
187,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00187
188,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00188
189,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00189
190,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00190
191,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00191
192,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00192
193,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00193
194,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00194
195,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00195
196,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00196
197,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00197
198,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00198
199,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00199
200,../Autonomous_Dataset/jepa_probe/recording_20260318_083409_best_spatial/seq_00200
